Upload a WAV/MP3 file,Prediction,Probabilities,timestamp
.gradio/flagged/Upload a WAVMP3 file/96bd986df5a3ce7b3b08/audio.wav,"Top-1: rock
Top-3: rock (53.12%), blues (23.79%), metal (17.62%)","{""label"": ""rock"", ""confidences"": [{""label"": ""rock"", ""confidence"": 0.5311844944953918}, {""label"": ""blues"", ""confidence"": 0.23793332278728485}, {""label"": ""metal"", ""confidence"": 0.17615149915218353}, {""label"": ""hiphop"", ""confidence"": 0.0207823533564806}, {""label"": ""jazz"", ""confidence"": 0.016496989876031876}, {""label"": ""country"", ""confidence"": 0.007406380493193865}, {""label"": ""reggae"", ""confidence"": 0.0040674963966012}, {""label"": ""classical"", ""confidence"": 0.0023674392141401768}, {""label"": ""pop"", ""confidence"": 0.002154864836484194}, {""label"": ""disco"", ""confidence"": 0.0014552080538123846}]}",2025-12-28 15:03:06.774514
